,Name,account_url,bio,post_desc,post_img
34,Prabhat Chaddha,https://www.linkedin.com/in/prabhat-chaddha-487744122?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB5dlacBz_O2NvoEAtjw-WRXJk_r6EmCu58,Head of Operations|Flexible Packaging | Sustainability | Team Building | Leadership | P&L |,"𝐋𝐞𝐭’𝐬 𝐋𝐨𝐨𝐤 𝐚𝐭 𝐄𝐏𝐑

𝐖𝐡𝐚𝐭 𝐢𝐬 𝐄𝐏𝐑?

Packaging Extended Producer Responsibility (EPR) is a policy tool came into force to make producers significantly more responsible for the packaging they place on the market, at the end of its life.The purpose is to incentivise the use of less & more easily recyclable packaging materials, ensure that as much packaging material as possible is recycled & that adequate funding is raised to cover the cost of collecting & recycling packaging material when it becomes waste.

𝐖𝐡𝐲 𝐄𝐏𝐑?

Humans consume that without their knowledge. According to researchers, what if things keep going this way oceans, land and complete environment will be filled with plastic waste pushing large number of aquatic & land living beings to extinction ultimately leading to human sufferings.This will start by 2050 as more than 80% of plastic waste end in landfill, ocean & environment.

𝐖𝐡𝐨 𝐢𝐬 𝐢𝐦𝐩𝐚𝐜𝐭𝐞𝐝?

Under packaging EPR the point of compliance sits with a single organisation, usually the brand owner, Manufactures or importer.

𝐖𝐡𝐞𝐧 𝐢𝐬 𝐢𝐭 𝐭𝐨𝐨𝐤 𝐩𝐥𝐚𝐜𝐞?

In 2012,the Indian government implemented EPR to handle electronic waste & in 2016, EPR was extended to plastic waste manufacturers by plastic waste management rules.On 1st July 2022 it came in full force.

𝐑𝐨𝐥𝐞 𝐚𝐧𝐝 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐢𝐛𝐢𝐥𝐢𝐭𝐢𝐞𝐬

𝓒𝓮𝓷𝓽𝓻𝓪𝓵 𝓟𝓸𝓵𝓵𝓾𝓽𝓲𝓸𝓷 𝓒𝓸𝓷𝓽𝓻𝓸𝓵 𝓑𝓸𝓪𝓻𝓭

The Central Pollution Control Board establishes waste management guidelines ,standards & fosters stakeholder collaboration.

𝓢𝓽𝓪𝓽𝓮 𝓹𝓸𝓵𝓵𝓾𝓽𝓲𝓸𝓷 𝓒𝓸𝓷𝓽𝓻𝓸𝓵 𝓑𝓸𝓪𝓻𝓭

The State Control Board is a state-level body responsible for monitoring state-level actions per the PWM regulations 2016

𝓟𝓻𝓸𝓭𝓾𝓬𝓮𝓻𝓼 ,𝓘𝓶𝓹𝓸𝓻𝓽𝓮𝓻𝓼 ,𝓑𝓻𝓪𝓷𝓭 𝓸𝔀𝓷𝓮𝓻𝓼 (𝓟𝓘𝓑𝓞)

They need to register with state pollution control board & provide information for plastic consumption establish mechanism to collect & dispose of plastic waste.Regular communication with CPCB/SPCB

𝓔𝓟𝓡 𝓐𝓰𝓮𝓷𝓬𝔂

Their primary responsibility is to bring out EPR activities on behalf of the client-the PIBOs.

𝓡𝓮𝓬𝔂𝓬𝓵𝓮𝓻 𝓪𝓷𝓭 𝓒𝓸-𝓟𝓻𝓸𝓬𝓮𝓼𝓼𝓸𝓻

A person or company collects, sorts & processes waste to create valuable materials that could be reused

𝓛𝓸𝓬𝓪𝓵 𝓖𝓸𝓿𝓽/ 𝓑𝓸𝓭𝔂

It is the responsibility of the local government to design & build up infrastructure for segregation, collection, storage, transportation, processing & disposal of plastic waste, either independently or in collaboration with producers

𝓖𝓻𝓪𝓶 𝓟𝓪𝓷𝓬𝓱𝓪𝔂𝓪𝓽

The gram panchayat, either on its own or with the assistance of an agency, should establish, implement, & coordinate waste management in the rural region under its authority.

𝐓𝐡𝐚𝐧𝐤𝐬 𝐟𝐨𝐫 𝐫𝐞𝐚𝐝𝐢𝐧𝐠",
35,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"#EPR #Moefcc #brands #brand #environment #recycling #sustainability #development #sustainabledevelopments #business #sustainability #epr #extendedproducerresponsibility #plastic #britannia #nestle #daburindia , , , , , , , , , .
, , , , , , , , , .",
36,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"This #InternationalDayofActionforRivers, Let’s vote for #cleanrivers and #ProtectRivers! Enabling a Circular economy for plastics can sustain our rivers for a sustainable tomorrow! 🌊

Together with the Department of Environment, Forest and Climate Change, , we support plastic reduction in riverine ecosystems in through State Action Plan, business models & technological solutions for management. Read more:

🔗:",
37,Anuj Tiwari,https://www.linkedin.com/in/anuj-tiwari-198452199?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC6Eo4QBABylhYUmcn1pDC-FbDNs45cAm_w,Executive in Marketplace at Recykal,"I’m happy to share that I’m starting a new position as Logistics Executive - Marketplace at Recykal.com! #logistics #sustainability #epr #plasticwastemanagement #circulareconomy #sustainabilitymatters

Thanks to for smooth onboarding.
Special thanks to , thank you so much, brother.",
38,Bharat B Mehta,https://www.linkedin.com/in/bharat-b-mehta-59368618?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAOou78BiQwksfT4B8TEteUdXULeIBNqjXg,"B.Tech ( Chem Engng), PGDBM, CCEM","Magnum Group Kolkata launched unique project in Kolkata:

1) Smart Bins installation for collection of dry waste ie plastic waste across city to be rolled out. The Smart Bin has sensor which intimates for waste pickup when ~90% full.

2) The waste will be segregated and PET Post Consumer would be used to produce the much in demand , PET Washed flakes on German technology line

3) The washed flakes will be used as raw material for rPET

A very differentiating and unique move in PET value chain space by Magnum Group.

The Inaugural event had Leadership presence from various West Bengal Government departments - WBPCB, Industry Minister, Mayor of Kolkata and WBIDC along with attendees and presenters from various FMCG Industries who shared enriching insights

Had the privilege of making presentation on PET - Advantages and Myth Busting during the event.

Wishing Magnum Group succes in this Plastic Waste Management venture.",https://media.licdn.com/dms/image/C4D22AQF1mRrGQDzPNg/feedshare-shrink_800/0/1674889686061?e=1683158400&v=beta&t=rQDN1XBAKRwHHZKailTXvY7oByQ4cP2hv_0KWqKJe9w
39,Shailendra Singh,https://www.linkedin.com/in/shailendra-singh-8645a014?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALvKswBwx8BiMV7TuS_473RbdHfUx9pxpc,Founder & CEO SustainMantra | Demystifying Sustainability for MSME Companies| Circular Economy| Plastic Circularity |B2B Sales Coach | Chemicals,"As part of the ongoing series of seminars and webinars conducted by AIPMA Environment, across India at various locations, here is the latest edition of the National Convention on #plasticwastemanagement & pathways to attain circularity.
24th February 2023 in Ahmedabad, Gujarat.
Along with EPR rules, the seminar will also cover recycling, sustainability, packaging design and circularity. Please register for the event!",
40,Dr. Priyank Arya,https://www.linkedin.com/in/dr-priyank-arya-69055370?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA8H6QwB_1zMH0uonzlCprp2m5TF4C6kYWk,Founder Director EHS Services,"For better reach. Do join friends.

#ehs #plasticwastemanagement #plasticrecycling EHS Services WPO World Packaging Organisation",
41,Ankit Aggarwal,https://www.linkedin.com/in/ankitagg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABgPVwBqqe5R30InAFMiD6-AB1gmhAVCgg,Co-Founder and Chief Executive Officer at Rollz India,"Today, Honorable Chief Minister of UP - Shri Yogi Adityanath Ji visited and appreciated our decentralized solid waste management facilities in Ghaziabad.

Ghaziabad Model is emerging as an integrated solution for waste management and zero waste in India with a win win for all stakeholders and creating sustainable path to solving mammoth garbage problem in India.",https://media.licdn.com/dms/image/C4D22AQHMC0wK5v5rOQ/feedshare-shrink_800/0/1661621651820?e=1683158400&v=beta&t=FjZv5EJAYHCNI9d1wgko7hwsxu5joxCrrbgRsqTyKoU
42,Ashish Tiwari,https://www.linkedin.com/in/ashish-tiwari-8a89831ba?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADMLrUABirEYtXZFXKM_dkaS1fbIVnIgDPs,"Secretary, Department of Environment, Forest & Climate Change at Government of Uttar Pradesh","The RACE against Single Use Plastic is speeding up…Phasing out single use plastic is not just banning it but more important is to provide solutions.

Department of Environment, Forest and Climate Change, of Uttar Pradesh in collaboration with has identified solutions through first of its kind UP Plasticathon 2022 and now catalysing such effective pilots in the State:

👉 ZERO WASTE REFILLS FOR EVERYONE! PPROVIDING HOMECARE LIQIUIDS DELIVERED IN PACKAGED FREE MANNER AT DOORSTEP
👉 REPLACING SINGLE-USE PLASTIC CONTAINERS WITH REUSABLE, RECYCLABLE, AND BETTER QUALITY CONTAINERS.
👉 CLOTH BAG VENDING MACHINES IN MARKETS






Times if India, Lucknow dated 10.12.2022 👇",https://media.licdn.com/dms/image/D4D22AQEwAbJXZegbfQ/feedshare-shrink_800/0/1670688519152?e=1683158400&v=beta&t=2E8bDxgZQIo_qSfhWCIBCaSWefA2gi5joYjKe21CT7U
43,Bhavani G,https://www.linkedin.com/in/bhavani-g-8990611ab?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDzobUBl7cwQPOE79wPxLCYQ43-1jAmj-g,Senior Associate - HR | RECITY NETWORK | MBA (HR) |Talent Acquisition ,"We at Recity hiring for Finance officer
Job Location: Andheri East
Must have 3+ years of experience in Budget creation, monitoring, ensuring payment processing, budget utilizations, project business plan projections and overseeing project finances
Interested candidates share resume to

hiring for Asst. Manager - Business Development
Job Location: Andheri East
Must have 3 + years of experience in proposal writing, partnerships, strategic planning, CSR, Fund raising.
Knowledge in waste management sector will be advantage.
Interested candidates share resume to

hiring for AGM - Business Head
Job Location: Andheri East
Must have ample years of experience in Pan India Operation for Waste Recycling, EPR/Plastic Credits & Sales of Recyclates 
Interested candidates share resume to",
44,Hemant Kaul,https://www.linkedin.com/in/hemant-kaul-a3344b8?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAF9RAcB34I09RSN-rcgDx5BA_uR3mc275o,Chief Executive Officer | Board Member I Executive Coach I Early Stage Investor I Leeds University MBA I Tyres I Retreading I Rubber Recycling I Circular Economy I,2023 is forecast to be a continuation of the growth experienced in 2022 for the Indian Tyre Retreading Industry. More fleets stand to benefit from tyre life extension and resultant lower costs. Sustainability wins too! At Marangoni South Asia Private Limited we have grown 65% in 2022 and plan to quicken this pace in 2023 and beyond. Read all about it in from,
45,Shruti S.,https://www.linkedin.com/in/shrutisharmaphd?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB4sS3MBMN3b37pdqUECkhs9RWEZcAVjP7U,"Professor , Researcher and Consultant of Strategy and Business Sustainability .","“The world belongs to Believers, the change makers, the Sustainability warriors, the enthusiasts, the activists, the evangelists, the ones who see things differently. The ones who believe they can change the world for good. Because the ones who think they can, are the ones who do. “

Happy to Partner with Bisleri International Pvt. Ltd to make their first sustainability report. It feels good to empower the commitment of businesses to environment protection and social justice.

My Best wishes to Bisleri International Pvt. Ltd for taking a step forward in sustainability.",
46,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"Who should be responsible to handle this waste?
Airlines? Brands? Airport Authority?

6000+ flights per day in India. (source Google)

Tonnes of waste (mixed waste) getting generated per day.

Share your views in the comment box.

                   ",https://media.licdn.com/dms/image/C4D22AQGVAHUk0RKsig/feedshare-shrink_800/0/1659354845559?e=1683158400&v=beta&t=jY1W-qjHmPbgTKXF0A0hnO1BMd4QiIJz8kU8VeXidQ4
47,SIDHARTH SHANKAR SINGH,https://www.linkedin.com/in/sidharth0380?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB_EdakBMQU3jN6vCB3K_Emkuxum6uvHGzc,Plastics Engineer 🇮🇳 ♻️ 🌱,"I recently had the pleasure of attending the National Convention 2023 on plastics recycling, EPR, and waste management organized by AIPMA INDIA and I must say it was an incredible experience.
The convention covered a wide range of topics, including the circular economy, sustainable packaging solutions, and new recycling technologies. I was particularly impressed with the innovative ideas presented by startups and emerging businesses.
It was a great opportunity to network with like-minded professionals, learn about the latest trends and challenges in the industry, and gain insights into the future of plastics recycling and waste management. I highly recommend keeping an eye out for future events and conferences in this space.
A big thank you to for organizing the convention and bringing together leading experts and practitioners from various fields to discuss the latest advancements and challenges in the plastics recycling industry.
Let's continue to come together to share ideas and best practices, and work towards achieving a more sustainable future.

economy # networking",https://media.licdn.com/dms/image/C4D22AQFKSssBy8Yr8g/feedshare-shrink_800/0/1677243417034?e=1683158400&v=beta&t=CLBakW0ioCWQzNR0v8KkmS9GLdLcFpOUysgUbQvke8E
48,Abhinay Lakhmapure,https://www.linkedin.com/in/abhinay-lakhmapure-b5744862?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA08UHMBe5e35tsFOohsZusWdhOMrhAkF1A,Packaging || EPR || Circular Economy || Waste Management || Plastic || ♻️,It's my privilege to share that I'm starting a new position as Assistant Manager - EPR at The Shakti Plastic Industries,
49,Ravi Theja Muthu,https://www.linkedin.com/in/ravithejamuthu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABGM1GMBFBNgU__zdPM5g7EN5eE3U18-jyM,"Circular Economy | Data | Sustainable Plastics | Reversing Waste with Etsaw - Helping Brands divert plastics from landfills, convert them into preferred manufacturing inputs and achieve ESG, Sustainability Commitments","Did you see the new sprite bottle?

From Aug 1st, Sprite will be sold in clear PET bottles.

After 60 years, the green bottles are being retired.

is making this change to drive the circularity of its packaging as clear PET has a better chance of being remade into a bottle again.

Coke was named as #1 plastic polluter in 2020 by .

What do you think of this change? What else should Coke do to boost the offtake of recycled plastics and circularity?

Comment below!",https://media.licdn.com/dms/image/C5622AQE_cRiBFKvtnA/feedshare-shrink_2048_1536/0/1659065712905?e=1683158400&v=beta&t=8qmpAvcAG9_cDDHr5p-mJAbxTKktHU1yYhjiPDp16zY
50,RAJESH PAHWA 🇮🇳,https://www.linkedin.com/in/rajeshpahwa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAOfGQoBRIHOtm71JbRowH6H28nRmdeBvIk,"RECYCLING, COMPOUNDING, WASTE MANAGEMENT,circular economy , EPR, SUSTAINABLITY","We are recycling #MLP_postconsumer_waste
Looking for truckloads from every state of India.
Request Central Pollution Control Board (CPCB) not to allow #EPR on incineration of recyclable plastic waste ( including MLP)
Recycling is socially, environmentally & economically better solution. Also, it saves equal amount of virgin plastics.",
51,Ujjwal Shah,https://www.linkedin.com/in/ujjwalshah?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAHbmUIBx0oked533IbD03PP7Y2FTWF6cS4,"Fire | Safety | Occupational Hygiene | Environment, Social, Governance (ESG) | EPR | Risk Consulting","Do you know as a part of *Extended producer responsibility* (EPR is a policy approach that requires manufacturers to finance the costs of collecting and recycling or safely disposing of products consumers no longer want.), The Ministry of Environment, Forest and Climate Change (MoEFCC) has amended Plastic Waste Management Rules in 2022. As per that *Producers, Importers and Brand Owners (PIBOs)* are required to ensure the processing of plastic waste generated due to plastic packaging of products introduced by them in the market and *Plastic Waste Processors (PWP)* like recyclers and Plastic waste coprocessors have to register and maintain data for the same on govt. web portal. As per latest letter from MoEFCC and Customs, the import/ export shall be held at Port from 01.04.2023 for those who have not registered.

To register, to prepare an EPR action plan, finding solutions for meeting EPR targets, and other queries related to EPR, connect with us at:

⭕
⭕ +918160586921
⭕
#",
